Date,Visitor/Neutral,PTS,Home/Neutral,PTS,WLoc,WTeam,LTeam
Wed Apr 11 2018,Milwaukee Bucks,95,Philadelphia 76ers,130,H,Philadelphia 76ers,Milwaukee Bucks
Wed Apr 11 2018,Utah Jazz,93,Portland Trail Blazers,102,H,Portland Trail Blazers,Utah Jazz
Wed Apr 11 2018,Houston Rockets,83,Sacramento Kings,96,H,Sacramento Kings,Houston Rockets
Sat Apr 14 2018,San Antonio Spurs,92,Golden State Warriors,113,H,Golden State Warriors,San Antonio Spurs
Sat Apr 14 2018,Miami Heat,103,Philadelphia 76ers,130,H,Philadelphia 76ers,Miami Heat
Sat Apr 14 2018,New Orleans Pelicans,97,Portland Trail Blazers,95,V,New Orleans Pelicans,Portland Trail Blazers
Sat Apr 14 2018,Washington Wizards,106,Toronto Raptors,114,H,Toronto Raptors,Washington Wizards
Sun Apr 15 2018,Milwaukee Bucks,107,Boston Celtics,113,H,Boston Celtics,Milwaukee Bucks
Sun Apr 15 2018,Indiana Pacers,98,Cleveland Cavaliers,80,V,Indiana Pacers,Cleveland Cavaliers
Sun Apr 15 2018,Minnesota Timberwolves,101,Houston Rockets,104,H,Houston Rockets,Minnesota Timberwolves
Sun Apr 15 2018,Utah Jazz,108,Oklahoma City Thunder,116,H,Oklahoma City Thunder,Utah Jazz
Mon Apr 16 2018,San Antonio Spurs,101,Golden State Warriors,116,H,Golden State Warriors,San Antonio Spurs
Mon Apr 16 2018,Miami Heat,113,Philadelphia 76ers,103,V,Miami Heat,Philadelphia 76ers
Tue Apr 17 2018,Milwaukee Bucks,106,Boston Celtics,120,H,Boston Celtics,Milwaukee Bucks
Tue Apr 17 2018,New Orleans Pelicans,111,Portland Trail Blazers,102,V,New Orleans Pelicans,Portland Trail Blazers
Tue Apr 17 2018,Washington Wizards,119,Toronto Raptors,130,H,Toronto Raptors,Washington Wizards
Wed Apr 18 2018,Indiana Pacers,97,Cleveland Cavaliers,100,H,Cleveland Cavaliers,Indiana Pacers
Wed Apr 18 2018,Minnesota Timberwolves,82,Houston Rockets,102,H,Houston Rockets,Minnesota Timberwolves
Wed Apr 18 2018,Utah Jazz,102,Oklahoma City Thunder,95,V,Utah Jazz,Oklahoma City Thunder
Thu Apr 19 2018,Philadelphia 76ers,128,Miami Heat,108,V,Philadelphia 76ers,Miami Heat
Thu Apr 19 2018,Portland Trail Blazers,102,New Orleans Pelicans,119,H,New Orleans Pelicans,Portland Trail Blazers
Thu Apr 19 2018,Golden State Warriors,110,San Antonio Spurs,97,V,Golden State Warriors,San Antonio Spurs
Fri Apr 20 2018,Cleveland Cavaliers,90,Indiana Pacers,92,H,Indiana Pacers,Cleveland Cavaliers
Fri Apr 20 2018,Boston Celtics,92,Milwaukee Bucks,116,H,Milwaukee Bucks,Boston Celtics
Fri Apr 20 2018,Toronto Raptors,103,Washington Wizards,122,H,Washington Wizards,Toronto Raptors
Sat Apr 21 2018,Philadelphia 76ers,106,Miami Heat,102,V,Philadelphia 76ers,Miami Heat
Sat Apr 21 2018,Houston Rockets,105,Minnesota Timberwolves,121,H,Minnesota Timberwolves,Houston Rockets
Sat Apr 21 2018,Portland Trail Blazers,123,New Orleans Pelicans,131,H,New Orleans Pelicans,Portland Trail Blazers
Sat Apr 21 2018,Oklahoma City Thunder,102,Utah Jazz,115,H,Utah Jazz,Oklahoma City Thunder
Sun Apr 22 2018,Cleveland Cavaliers,104,Indiana Pacers,100,V,Cleveland Cavaliers,Indiana Pacers
Sun Apr 22 2018,Boston Celtics,102,Milwaukee Bucks,104,H,Milwaukee Bucks,Boston Celtics
Sun Apr 22 2018,Golden State Warriors,90,San Antonio Spurs,103,H,San Antonio Spurs,Golden State Warriors
Sun Apr 22 2018,Toronto Raptors,98,Washington Wizards,106,H,Washington Wizards,Toronto Raptors
Mon Apr 23 2018,Houston Rockets,119,Minnesota Timberwolves,100,V,Houston Rockets,Minnesota Timberwolves
Mon Apr 23 2018,Oklahoma City Thunder,96,Utah Jazz,113,H,Utah Jazz,Oklahoma City Thunder
Tue Apr 24 2018,Milwaukee Bucks,87,Boston Celtics,92,H,Boston Celtics,Milwaukee Bucks
Tue Apr 24 2018,San Antonio Spurs,91,Golden State Warriors,99,H,Golden State Warriors,San Antonio Spurs
Tue Apr 24 2018,Miami Heat,91,Philadelphia 76ers,104,H,Philadelphia 76ers,Miami Heat
Wed Apr 25 2018,Indiana Pacers,95,Cleveland Cavaliers,98,H,Cleveland Cavaliers,Indiana Pacers
Wed Apr 25 2018,Minnesota Timberwolves,104,Houston Rockets,122,H,Houston Rockets,Minnesota Timberwolves
Wed Apr 25 2018,Utah Jazz,99,Oklahoma City Thunder,107,H,Oklahoma City Thunder,Utah Jazz
Wed Apr 25 2018,Washington Wizards,98,Toronto Raptors,108,H,Toronto Raptors,Washington Wizards
Thu Apr 26 2018,Boston Celtics,86,Milwaukee Bucks,97,H,Milwaukee Bucks,Boston Celtics
Fri Apr 27 2018,Cleveland Cavaliers,87,Indiana Pacers,121,H,Indiana Pacers,Cleveland Cavaliers
Fri Apr 27 2018,Oklahoma City Thunder,91,Utah Jazz,96,H,Utah Jazz,Oklahoma City Thunder
Fri Apr 27 2018,Toronto Raptors,102,Washington Wizards,92,V,Toronto Raptors,Washington Wizards
Sat Apr 28 2018,Milwaukee Bucks,96,Boston Celtics,112,H,Boston Celtics,Milwaukee Bucks
Sat Apr 28 2018,New Orleans Pelicans,101,Golden State Warriors,123,H,Golden State Warriors,New Orleans Pelicans
Sun Apr 29 2018,Indiana Pacers,101,Cleveland Cavaliers,105,H,Cleveland Cavaliers,Indiana Pacers
Sun Apr 29 2018,Utah Jazz,96,Houston Rockets,110,H,Houston Rockets,Utah Jazz
Mon Apr 30 2018,Philadelphia 76ers,101,Boston Celtics,117,H,Boston Celtics,Philadelphia 76ers
